Coding Scheme 1 = Absolute
Coding Scheme 2 = Vowel-centric (L-R)
Coding Scheme 3 = Vowel-centric (R-L)
Coding Scheme 4 = Ends-first
Coding Scheme 5 = SOLAR (Spatial Coding)
Coding Scheme 6 = Binary Open Bigram
Coding Scheme 7 = Overlap Open Bigram (OOB)
Coding Scheme 8 = SERIOL_2001 (Open Bigram)


ILW = 1
sigma = 1.25
c = 1.00
Stim1   	Stim2   	Match1	Match2	Match3	Match4	Match5	Match6	Match7	Match8	
impose  	iopmse  	 0.67	 0.33	 0.33	 0.67	 0.82	 0.67	 0.44	 0.81	
impose  	ispome  	 0.67	 0.67	 0.67	 0.67	 0.76	 0.42	 0.32	 0.78	
impose  	imose   	 0.33	 0.67	 0.67	 0.67	 0.81	 0.58	 0.64	 0.72	
impose  	impos   	 0.83	 0.83	 0.83	 0.50	 0.75	 0.75	 0.79	 0.71	
impose  	imse    	 0.33	 0.33	 0.33	 0.67	 0.57	 0.25	 0.33	 0.57	
impose  	miopes  	 0.00	 0.17	 0.50	 0.00	 0.48	 0.67	 0.44	 0.59	
impose  	oseimp  	 0.00	 0.00	 0.00	 0.00	 0.38	 0.50	 0.73	 0.33	
impose  	ose     	 0.00	 0.00	 0.17	 0.17	 0.50	 0.25	 0.36	 0.17	
impose  	pmieso  	 0.33	 0.33	 0.50	 0.33	 0.39	 0.25	 0.18	 0.38	
impose  	oismep  	 0.00	 0.00	 0.00	 0.00	 0.31	 0.33	 0.38	 0.46	
impose  	iesopm  	 0.33	 0.50	 0.50	 0.33	 0.45	 0.08	 0.17	 0.70	
impose  	jmpose  	 0.83	 0.00	 0.17	 0.83	 0.75	 0.75	 0.79	 0.30	
impose  	impore  	 0.83	 0.83	 0.83	 0.83	 0.88	 0.67	 0.64	 0.81	
impose  	imposk  	 0.83	 0.83	 0.33	 0.83	 0.75	 0.75	 0.79	 0.71	
impose  	impvoe  	 0.67	 0.83	 0.83	 0.67	 0.84	 0.58	 0.56	 0.81	
impose  	imnqse  	 0.67	 0.33	 0.33	 0.67	 0.75	 0.25	 0.31	 0.62	
impose  	impfose 	 0.50	 0.83	 0.67	 1.00	 0.90	 0.75	 0.85	 0.96	
impose  	impryose	 0.50	 0.50	 0.33	 1.00	 0.73	 0.58	 0.75	 0.96	
impose  	iqfzwe  	 0.33	 0.17	 0.17	 0.33	 0.50	 0.00	 0.00	 0.21	
impose  	limpose 	 0.00	 1.00	 1.00	 0.50	 0.88	 1.00	 1.00	 0.61	
impose  	imposeb 	 1.00	 1.00	 0.50	 0.50	 0.88	 1.00	 1.00	 1.00	
impose  	impwwose	 0.50	 0.83	 0.50	 1.00	 0.73	 0.58	 0.75	 0.96	
income  	income  	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	
income  	nicome  	 0.67	 0.50	 0.83	 0.67	 0.81	 0.83	 0.83	 0.66	
income  	icnome  	 0.67	 0.67	 0.67	 0.67	 0.93	 0.83	 0.80	 0.87	
income  	incoem  	 0.67	 1.00	 1.00	 0.67	 0.81	 0.83	 0.83	 0.94	
income  	iocnme  	 0.67	 0.33	 0.33	 0.67	 0.82	 0.67	 0.44	 0.81	
income  	imcone  	 0.67	 0.67	 0.67	 0.67	 0.76	 0.42	 0.32	 0.78	
income  	incme   	 0.50	 0.67	 0.67	 0.83	 0.81	 0.58	 0.64	 0.75	
income  	incom   	 0.83	 0.83	 0.83	 0.50	 0.75	 0.75	 0.79	 0.71	
income  	inme    	 0.33	 0.33	 0.33	 0.67	 0.57	 0.25	 0.33	 0.57	
income  	niocem  	 0.00	 0.17	 0.50	 0.00	 0.48	 0.67	 0.44	 0.59	
income  	omeinc  	 0.00	 0.00	 0.00	 0.00	 0.38	 0.50	 0.73	 0.33	
income  	inc     	 0.50	 0.50	 0.17	 0.33	 0.50	 0.25	 0.36	 0.41	
income  	cniemo  	 0.33	 0.33	 0.50	 0.33	 0.39	 0.25	 0.18	 0.38	
income  	oimnec  	 0.00	 0.00	 0.00	 0.00	 0.31	 0.33	 0.38	 0.46	
income  	iemocn  	 0.33	 0.50	 0.50	 0.33	 0.45	 0.08	 0.17	 0.70	
income  	pncome  	 0.83	 0.00	 0.17	 0.83	 0.75	 0.75	 0.79	 0.30	
income  	incore  	 0.83	 0.83	 0.83	 0.83	 0.88	 0.67	 0.64	 0.81	
income  	incoma  	 0.83	 0.83	 0.83	 0.83	 0.75	 0.75	 0.79	 0.71	
income  	invcme  	 0.67	 0.33	 0.50	 0.67	 0.84	 0.58	 0.52	 0.79	
income  	inhqme  	 0.67	 0.33	 0.33	 0.67	 0.75	 0.25	 0.31	 0.62	
income  	incaome 	 0.50	 0.67	 0.67	 1.00	 0.90	 0.75	 0.85	 0.96	
income  	inczdome	 0.50	 0.83	 0.50	 1.00	 0.73	 0.58	 0.75	 0.96	
income  	iujqze  	 0.33	 0.17	 0.17	 0.33	 0.50	 0.00	 0.00	 0.21	
income  	lincome 	 0.00	 1.00	 1.00	 0.50	 0.88	 1.00	 1.00	 0.61	
income  	incomew 	 1.00	 1.00	 0.50	 0.50	 0.88	 1.00	 1.00	 1.00	
income  	incqqome	 0.50	 0.83	 0.50	 1.00	 0.73	 0.58	 0.75	 0.96	
induce  	induce  	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	
induce  	niduce  	 0.67	 0.50	 0.83	 0.67	 0.81	 0.83	 0.83	 0.66	
induce  	inudce  	 0.67	 1.00	 1.00	 0.67	 0.93	 0.92	 0.77	 0.95	
induce  	induec  	 0.67	 1.00	 1.00	 0.67	 0.81	 0.83	 0.83	 0.94	
induce  	incude  	 0.67	 0.67	 0.67	 0.67	 0.82	 0.67	 0.44	 0.91	
induce  	icdune  	 0.67	 0.67	 0.67	 0.67	 0.76	 0.42	 0.32	 0.78	
induce  	indue   	 0.67	 0.83	 0.50	 0.67	 0.84	 0.67	 0.68	 0.75	
induce  	induc   	 0.83	 0.83	 0.83	 0.50	 0.75	 0.75	 0.79	 0.71	
induce  	ince    	 0.33	 0.33	 0.33	 0.67	 0.57	 0.25	 0.33	 0.57	
induce  	niudec  	 0.00	 0.17	 0.50	 0.00	 0.48	 0.67	 0.44	 0.59	
induce  	uceind  	 0.00	 0.00	 0.00	 0.00	 0.38	 0.50	 0.73	 0.33	
induce  	uce     	 0.00	 0.00	 0.17	 0.17	 0.50	 0.25	 0.36	 0.17	
induce  	dniecu  	 0.33	 0.33	 0.50	 0.33	 0.39	 0.25	 0.18	 0.38	
induce  	uicned  	 0.00	 0.00	 0.00	 0.00	 0.31	 0.33	 0.38	 0.46	
induce  	iecudn  	 0.33	 0.50	 0.50	 0.33	 0.45	 0.08	 0.17	 0.70	
induce  	wnduce  	 0.83	 0.00	 0.17	 0.83	 0.75	 0.75	 0.79	 0.30	
induce  	igduce  	 0.83	 0.83	 0.83	 0.83	 0.88	 0.67	 0.64	 0.59	
induce  	inducj  	 0.83	 0.83	 0.33	 0.83	 0.75	 0.75	 0.79	 0.71	
induce  	indaue  	 0.67	 0.50	 0.17	 0.67	 0.84	 0.58	 0.56	 0.81	
induce  	inpvce  	 0.67	 0.33	 0.33	 0.67	 0.75	 0.25	 0.31	 0.62	
induce  	indzuce 	 0.50	 0.83	 0.67	 1.00	 0.90	 0.75	 0.85	 0.96	
induce  	indtmuce	 0.50	 0.83	 0.50	 1.00	 0.73	 0.58	 0.75	 0.96	
induce  	ioazye  	 0.33	 0.33	 0.33	 0.33	 0.50	 0.00	 0.00	 0.21	
induce  	vinduce 	 0.00	 1.00	 1.00	 0.50	 0.88	 1.00	 1.00	 0.61	
induce  	inducel 	 1.00	 1.00	 0.50	 0.50	 0.88	 1.00	 1.00	 1.00	
induce  	indwwuce	 0.50	 0.83	 0.50	 1.00	 0.73	 0.58	 0.75	 0.96	
infect  	infect  	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	
infect  	nifect  	 0.67	 0.33	 0.83	 0.67	 0.81	 0.83	 0.83	 0.66	
infect  	infcet  	 0.67	 1.00	 1.00	 0.67	 0.93	 0.83	 0.80	 0.96	
infect  	infetc  	 0.67	 0.67	 0.67	 0.67	 0.81	 0.83	 0.83	 0.94	
infect  	iefnct  	 0.67	 0.50	 0.50	 0.67	 0.82	 0.67	 0.44	 0.81	
infect  	icfent  	 0.67	 0.67	 0.67	 0.67	 0.76	 0.42	 0.32	 0.78	
infect  	inect   	 0.33	 0.50	 0.67	 0.67	 0.81	 0.58	 0.64	 0.72	
infect  	infec   	 0.83	 0.83	 0.33	 0.50	 0.75	 0.75	 0.79	 0.71	
infect  	inct    	 0.33	 0.33	 0.50	 0.67	 0.57	 0.25	 0.33	 0.57	
infect  	nieftc  	 0.00	 0.33	 0.33	 0.00	 0.48	 0.67	 0.44	 0.59	
infect  	ectinf  	 0.00	 0.00	 0.00	 0.00	 0.38	 0.50	 0.73	 0.33	
infect  	ect     	 0.00	 0.00	 0.33	 0.17	 0.50	 0.25	 0.36	 0.17	
infect  	fnitce  	 0.33	 0.33	 0.33	 0.33	 0.39	 0.25	 0.18	 0.38	
infect  	eicntf  	 0.00	 0.00	 0.00	 0.00	 0.31	 0.33	 0.38	 0.46	
infect  	itcefn  	 0.33	 0.33	 0.33	 0.33	 0.45	 0.08	 0.17	 0.70	
infect  	qnfect  	 0.83	 0.00	 0.33	 0.83	 0.75	 0.75	 0.79	 0.30	
infect  	infdct  	 0.83	 0.50	 0.50	 0.83	 0.88	 0.58	 0.58	 0.81	
infect  	infecw  	 0.83	 0.83	 0.83	 0.83	 0.75	 0.75	 0.79	 0.71	
infect  	inhfct  	 0.67	 0.33	 0.33	 0.67	 0.84	 0.58	 0.52	 0.79	
infect  	ingmct  	 0.67	 0.33	 0.33	 0.67	 0.75	 0.25	 0.31	 0.62	
infect  	infvect 	 0.50	 0.67	 0.67	 1.00	 0.90	 0.75	 0.85	 0.96	
infect  	infwuect	 0.50	 0.50	 0.50	 1.00	 0.73	 0.58	 0.75	 0.96	
infect  	ipuyvt  	 0.33	 0.17	 0.33	 0.33	 0.50	 0.00	 0.00	 0.21	
infect  	xinfect 	 0.00	 1.00	 1.00	 0.50	 0.88	 1.00	 1.00	 0.61	
infect  	infectd 	 1.00	 1.00	 1.00	 0.50	 0.88	 1.00	 1.00	 1.00	
infect  	infssect	 0.50	 0.50	 0.50	 1.00	 0.73	 0.58	 0.75	 0.96	
inform  	inform  	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	
inform  	niform  	 0.67	 0.33	 0.83	 0.67	 0.81	 0.83	 0.83	 0.66	
inform  	infrom  	 0.67	 1.00	 1.00	 0.67	 0.93	 0.83	 0.80	 0.96	
inform  	infomr  	 0.67	 0.67	 0.67	 0.67	 0.81	 0.83	 0.83	 0.94	
inform  	inrofm  	 0.67	 0.67	 0.67	 0.67	 0.82	 0.67	 0.44	 0.91	
inform  	irfonm  	 0.67	 0.33	 0.67	 0.67	 0.76	 0.42	 0.32	 0.78	
inform  	inorm   	 0.33	 0.50	 0.67	 0.67	 0.81	 0.58	 0.64	 0.72	
inform  	infor   	 0.83	 0.83	 0.33	 0.50	 0.75	 0.75	 0.79	 0.71	
inform  	inrm    	 0.33	 0.33	 0.50	 0.67	 0.57	 0.25	 0.33	 0.57	
inform  	niofmr  	 0.00	 0.33	 0.33	 0.00	 0.48	 0.67	 0.44	 0.59	
inform  	orminf  	 0.00	 0.00	 0.00	 0.00	 0.38	 0.50	 0.73	 0.33	
inform  	inf     	 0.50	 0.50	 0.17	 0.33	 0.50	 0.25	 0.36	 0.41	
inform  	fnimro  	 0.33	 0.33	 0.33	 0.33	 0.39	 0.25	 0.18	 0.38	
inform  	oirnmf  	 0.00	 0.00	 0.00	 0.00	 0.31	 0.33	 0.38	 0.46	
inform  	imrofn  	 0.33	 0.33	 0.33	 0.33	 0.45	 0.08	 0.17	 0.70	
inform  	qnform  	 0.83	 0.00	 0.17	 0.83	 0.75	 0.75	 0.79	 0.30	
inform  	infoym  	 0.83	 0.67	 0.50	 0.83	 0.88	 0.67	 0.64	 0.81	
inform  	infore  	 0.83	 0.83	 0.33	 0.83	 0.75	 0.75	 0.79	 0.71	
inform  	ifaorm  	 0.67	 0.17	 0.67	 0.67	 0.84	 0.58	 0.56	 0.66	
inform  	inyqrm  	 0.67	 0.67	 0.67	 0.67	 0.75	 0.25	 0.31	 0.62	
inform  	infdorm 	 0.50	 0.67	 0.67	 1.00	 0.90	 0.75	 0.85	 0.96	
inform  	infhtorm	 0.50	 0.50	 0.50	 1.00	 0.73	 0.58	 0.75	 0.96	
inform  	icjalm  	 0.33	 0.33	 0.33	 0.33	 0.50	 0.00	 0.00	 0.21	
inform  	zinform 	 0.00	 1.00	 1.00	 0.50	 0.88	 1.00	 1.00	 0.61	
inform  	informx 	 1.00	 1.00	 1.00	 0.50	 0.88	 1.00	 1.00	 1.00	
inform  	infwworm	 0.50	 0.50	 0.50	 1.00	 0.73	 0.58	 0.75	 0.96	
inhale  	inhale  	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	
inhale  	nihale  	 0.67	 0.50	 0.83	 0.67	 0.81	 0.83	 0.83	 0.66	
inhale  	ihnale  	 0.67	 0.67	 0.67	 0.67	 0.93	 0.83	 0.80	 0.87	
inhale  	inhael  	 0.67	 1.00	 1.00	 0.67	 0.81	 0.83	 0.83	 0.94	
inhale  	iahnle  	 0.67	 0.33	 0.33	 0.67	 0.82	 0.67	 0.44	 0.81	
inhale  	ilhane  	 0.67	 0.67	 0.67	 0.67	 0.76	 0.42	 0.32	 0.78	
inhale  	ihale   	 0.17	 0.50	 0.83	 0.50	 0.84	 0.67	 0.68	 0.61	
inhale  	inhal   	 0.83	 0.83	 0.83	 0.50	 0.75	 0.75	 0.79	 0.71	
inhale  	inle    	 0.33	 0.33	 0.33	 0.67	 0.57	 0.25	 0.33	 0.57	
inhale  	niahel  	 0.00	 0.17	 0.33	 0.00	 0.48	 0.67	 0.44	 0.59	
inhale  	aleinh  	 0.00	 0.00	 0.00	 0.00	 0.38	 0.50	 0.73	 0.33	
inhale  	inh     	 0.50	 0.50	 0.17	 0.33	 0.50	 0.25	 0.36	 0.41	
inhale  	hniela  	 0.33	 0.33	 0.50	 0.33	 0.39	 0.25	 0.18	 0.38	
inhale  	ailneh  	 0.00	 0.00	 0.00	 0.00	 0.31	 0.33	 0.38	 0.46	
inhale  	ielahn  	 0.33	 0.50	 0.50	 0.33	 0.45	 0.08	 0.17	 0.70	
inhale  	cnhale  	 0.83	 0.00	 0.17	 0.83	 0.75	 0.75	 0.79	 0.30	
inhale  	ikhale  	 0.83	 0.83	 0.83	 0.83	 0.88	 0.67	 0.64	 0.59	
inhale  	inhalq  	 0.83	 0.83	 0.33	 0.83	 0.75	 0.75	 0.79	 0.71	
inhale  	inaqle  	 0.67	 0.83	 0.83	 0.67	 0.84	 0.58	 0.52	 0.79	
inhale  	infple  	 0.67	 0.33	 0.33	 0.67	 0.75	 0.25	 0.31	 0.62	
inhale  	inhvale 	 0.50	 0.83	 0.67	 1.00	 0.90	 0.75	 0.85	 0.96	
inhale  	inhxbale	 0.50	 0.83	 0.50	 1.00	 0.73	 0.58	 0.75	 0.96	
inhale  	ifmvje  	 0.33	 0.17	 0.17	 0.33	 0.50	 0.00	 0.00	 0.21	
inhale  	qinhale 	 0.00	 1.00	 1.00	 0.50	 0.88	 1.00	 1.00	 0.61	
inhale  	inhalej 	 1.00	 1.00	 0.50	 0.50	 0.88	 1.00	 1.00	 1.00	
inhale  	inhssale	 0.50	 0.83	 0.50	 1.00	 0.73	 0.58	 0.75	 0.96	
inject  	inject  	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	
inject  	niject  	 0.67	 0.33	 0.83	 0.67	 0.81	 0.83	 0.83	 0.66	
inject  	ijnect  	 0.67	 0.67	 0.67	 0.67	 0.93	 0.83	 0.80	 0.87	
inject  	injetc  	 0.67	 0.67	 0.67	 0.67	 0.81	 0.83	 0.83	 0.94	
inject  	iejnct  	 0.67	 0.50	 0.50	 0.67	 0.82	 0.67	 0.44	 0.81	
inject  	icjent  	 0.67	 0.67	 0.67	 0.67	 0.76	 0.42	 0.32	 0.78	
inject  	injct   	 0.50	 0.83	 0.83	 0.83	 0.81	 0.58	 0.64	 0.75	
inject  	injec   	 0.83	 0.83	 0.33	 0.50	 0.75	 0.75	 0.79	 0.71	
inject  	inct    	 0.33	 0.33	 0.50	 0.67	 0.57	 0.25	 0.33	 0.57	
inject  	niejtc  	 0.00	 0.33	 0.33	 0.00	 0.48	 0.67	 0.44	 0.59	
inject  	ectinj  	 0.00	 0.00	 0.00	 0.00	 0.38	 0.50	 0.73	 0.33	
inject  	inj     	 0.50	 0.50	 0.17	 0.33	 0.50	 0.25	 0.36	 0.41	
inject  	jnitce  	 0.33	 0.33	 0.33	 0.33	 0.39	 0.25	 0.18	 0.38	
inject  	eicntj  	 0.00	 0.00	 0.00	 0.00	 0.31	 0.33	 0.38	 0.46	
inject  	itcejn  	 0.33	 0.33	 0.33	 0.33	 0.45	 0.08	 0.17	 0.70	
inject  	mnject  	 0.83	 0.00	 0.33	 0.83	 0.75	 0.75	 0.79	 0.30	
inject  	izject  	 0.83	 0.83	 0.83	 0.83	 0.88	 0.67	 0.64	 0.59	
inject  	injecv  	 0.83	 0.83	 0.83	 0.83	 0.75	 0.75	 0.79	 0.71	
inject  	inkjct  	 0.67	 0.33	 0.33	 0.67	 0.84	 0.58	 0.52	 0.79	
inject  	ingfct  	 0.67	 0.33	 0.33	 0.67	 0.75	 0.25	 0.31	 0.62	
inject  	injfect 	 0.50	 0.67	 0.67	 1.00	 0.90	 0.75	 0.85	 0.96	
inject  	injzvect	 0.50	 0.50	 0.50	 1.00	 0.73	 0.58	 0.75	 0.96	
inject  	iaflvt  	 0.33	 0.33	 0.33	 0.33	 0.50	 0.00	 0.00	 0.21	
inject  	dinject 	 0.00	 1.00	 1.00	 0.50	 0.88	 1.00	 1.00	 0.61	
inject  	injectm 	 1.00	 1.00	 1.00	 0.50	 0.88	 1.00	 1.00	 1.00	
inject  	injqqect	 0.50	 0.50	 0.50	 1.00	 0.73	 0.58	 0.75	 0.96	
insect  	insect  	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	
insect  	nisect  	 0.67	 0.33	 0.83	 0.67	 0.81	 0.83	 0.83	 0.66	
insect  	inscet  	 0.67	 1.00	 1.00	 0.67	 0.93	 0.83	 0.80	 0.96	
insect  	insetc  	 0.67	 0.67	 0.67	 0.67	 0.81	 0.83	 0.83	 0.94	
insect  	iesnct  	 0.67	 0.50	 0.50	 0.67	 0.82	 0.67	 0.44	 0.81	
insect  	icsent  	 0.67	 0.67	 0.67	 0.67	 0.76	 0.42	 0.32	 0.78	
insect  	isect   	 0.17	 0.33	 0.83	 0.50	 0.84	 0.67	 0.68	 0.61	
insect  	insec   	 0.83	 0.83	 0.33	 0.50	 0.75	 0.75	 0.79	 0.71	
insect  	inct    	 0.33	 0.33	 0.50	 0.67	 0.57	 0.25	 0.33	 0.57	
insect  	niestc  	 0.00	 0.33	 0.33	 0.00	 0.48	 0.67	 0.44	 0.59	
insect  	ectins  	 0.00	 0.00	 0.00	 0.00	 0.38	 0.50	 0.73	 0.33	
insect  	ect     	 0.00	 0.00	 0.33	 0.17	 0.50	 0.25	 0.36	 0.17	
insect  	snitce  	 0.33	 0.33	 0.33	 0.33	 0.39	 0.25	 0.18	 0.38	
insect  	eicnts  	 0.00	 0.00	 0.00	 0.00	 0.31	 0.33	 0.38	 0.46	
insect  	itcesn  	 0.33	 0.33	 0.33	 0.33	 0.45	 0.08	 0.17	 0.70	
insect  	ansect  	 0.83	 0.83	 0.83	 0.83	 0.75	 0.75	 0.79	 0.30	
insect  	insegt  	 0.83	 0.83	 0.83	 0.83	 0.88	 0.67	 0.64	 0.81	
insect  	insecr  	 0.83	 0.83	 0.83	 0.83	 0.75	 0.75	 0.79	 0.71	
insect  	inekct  	 0.67	 0.83	 0.83	 0.67	 0.84	 0.58	 0.52	 0.79	
insect  	inrdct  	 0.67	 0.33	 0.33	 0.67	 0.75	 0.25	 0.31	 0.62	
insect  	inslect 	 0.50	 0.67	 0.67	 1.00	 0.90	 0.75	 0.85	 0.96	
insect  	insayect	 0.50	 0.83	 0.83	 1.00	 0.73	 0.58	 0.75	 0.96	
insect  	idgbqt  	 0.33	 0.17	 0.17	 0.33	 0.50	 0.00	 0.00	 0.21	
insect  	hinsect 	 0.00	 1.00	 1.00	 0.50	 0.88	 1.00	 1.00	 0.61	
insect  	insectr 	 1.00	 1.00	 1.00	 0.50	 0.88	 1.00	 1.00	 1.00	
insect  	insllect	 0.50	 0.50	 0.50	 1.00	 0.73	 0.58	 0.75	 0.96	
insert  	insert  	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	
insert  	nisert  	 0.67	 0.33	 0.83	 0.67	 0.81	 0.83	 0.83	 0.66	
insert  	insret  	 0.67	 1.00	 1.00	 0.67	 0.93	 0.83	 0.80	 0.96	
insert  	insetr  	 0.67	 0.67	 0.67	 0.67	 0.81	 0.83	 0.83	 0.94	
insert  	inrest  	 0.67	 0.67	 0.67	 0.67	 0.82	 0.67	 0.44	 0.91	
insert  	irsent  	 0.67	 0.33	 0.67	 0.67	 0.76	 0.42	 0.32	 0.78	
insert  	isert   	 0.17	 0.33	 0.83	 0.50	 0.84	 0.67	 0.68	 0.61	
insert  	inser   	 0.83	 0.83	 0.33	 0.50	 0.75	 0.75	 0.79	 0.71	
insert  	inrt    	 0.33	 0.33	 0.50	 0.67	 0.57	 0.25	 0.33	 0.57	
insert  	niestr  	 0.00	 0.33	 0.33	 0.00	 0.48	 0.67	 0.44	 0.59	
insert  	ertins  	 0.00	 0.00	 0.00	 0.00	 0.38	 0.50	 0.73	 0.33	
insert  	ins     	 0.50	 0.50	 0.17	 0.33	 0.50	 0.25	 0.36	 0.41	
insert  	snitre  	 0.33	 0.33	 0.33	 0.33	 0.39	 0.25	 0.18	 0.38	
insert  	eirnts  	 0.00	 0.00	 0.00	 0.00	 0.31	 0.33	 0.38	 0.46	
insert  	itresn  	 0.33	 0.33	 0.33	 0.33	 0.45	 0.08	 0.17	 0.70	
insert  	xnsert  	 0.83	 0.00	 0.17	 0.83	 0.75	 0.75	 0.79	 0.30	
insert  	ixsert  	 0.83	 0.83	 0.83	 0.83	 0.88	 0.67	 0.64	 0.59	
insert  	inserz  	 0.83	 0.83	 0.83	 0.83	 0.75	 0.75	 0.79	 0.71	
insert  	insmet  	 0.67	 0.83	 0.83	 0.67	 0.84	 0.58	 0.56	 0.81	
insert  	inwart  	 0.67	 0.67	 0.67	 0.67	 0.75	 0.25	 0.31	 0.62	
insert  	insgert 	 0.50	 0.67	 0.67	 1.00	 0.90	 0.75	 0.85	 0.96	
insert  	insozert	 0.50	 0.50	 0.50	 1.00	 0.73	 0.58	 0.75	 0.96	
insert  	iyhwbt  	 0.33	 0.33	 0.33	 0.33	 0.50	 0.00	 0.00	 0.21	
insert  	pinsert 	 0.00	 1.00	 1.00	 0.50	 0.88	 1.00	 1.00	 0.61	
insert  	inserta 	 1.00	 1.00	 1.00	 0.50	 0.88	 1.00	 1.00	 1.00	
insert  	insaaert	 0.50	 0.83	 0.83	 1.00	 0.73	 0.58	 0.75	 0.96	
insult  	insult  	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	
insult  	nisult  	 0.67	 0.33	 0.83	 0.67	 0.81	 0.83	 0.83	 0.66	
insult  	isnult  	 0.67	 0.67	 0.67	 0.67	 0.93	 0.83	 0.80	 0.87	
insult  	insutl  	 0.67	 0.67	 0.67	 0.67	 0.81	 0.83	 0.83	 0.94	
insult  	iusnlt  	 0.67	 0.50	 0.50	 0.67	 0.82	 0.67	 0.44	 0.81	
insult  	ilsunt  	 0.67	 0.67	 0.67	 0.67	 0.76	 0.42	 0.32	 0.78	
insult  	inult   	 0.33	 0.50	 0.67	 0.67	 0.81	 0.58	 0.64	 0.72	
insult  	insul   	 0.83	 0.83	 0.33	 0.50	 0.75	 0.75	 0.79	 0.71	
insult  	inlt    	 0.33	 0.33	 0.50	 0.67	 0.57	 0.25	 0.33	 0.57	
insult  	niustl  	 0.00	 0.33	 0.33	 0.00	 0.48	 0.67	 0.44	 0.59	
insult  	ultins  	 0.00	 0.00	 0.00	 0.00	 0.38	 0.50	 0.73	 0.33	
insult  	ins     	 0.50	 0.50	 0.17	 0.33	 0.50	 0.25	 0.36	 0.41	
insult  	snitlu  	 0.33	 0.33	 0.33	 0.33	 0.39	 0.25	 0.18	 0.38	
insult  	uilnts  	 0.00	 0.00	 0.00	 0.00	 0.31	 0.33	 0.38	 0.46	
insult  	itlusn  	 0.33	 0.33	 0.33	 0.33	 0.45	 0.08	 0.17	 0.70	
insult  	znsult  	 0.83	 0.00	 0.33	 0.83	 0.75	 0.75	 0.79	 0.30	
insult  	injult  	 0.83	 0.83	 0.83	 0.83	 0.88	 0.58	 0.58	 0.78	
insult  	insuly  	 0.83	 0.83	 0.33	 0.83	 0.75	 0.75	 0.79	 0.71	
insult  	inqslt  	 0.67	 0.33	 0.33	 0.67	 0.84	 0.58	 0.52	 0.79	
insult  	inpqlt  	 0.67	 0.33	 0.33	 0.67	 0.75	 0.25	 0.31	 0.62	
insult  	insyult 	 0.50	 0.83	 0.83	 1.00	 0.90	 0.75	 0.85	 0.96	
insult  	insbmult	 0.50	 0.50	 0.50	 1.00	 0.73	 0.58	 0.75	 0.96	
insult  	izkjrt  	 0.33	 0.17	 0.17	 0.33	 0.50	 0.00	 0.00	 0.21	
insult  	vinsult 	 0.00	 1.00	 1.00	 0.50	 0.88	 1.00	 1.00	 0.61	
insult  	insultg 	 1.00	 1.00	 1.00	 0.50	 0.88	 1.00	 1.00	 1.00	
insult  	insggult	 0.50	 0.50	 0.50	 1.00	 0.73	 0.58	 0.75	 0.96	
intake  	intake  	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	
intake  	nitake  	 0.67	 0.50	 0.83	 0.67	 0.81	 0.83	 0.83	 0.66	
intake  	intkae  	 0.67	 1.00	 1.00	 0.67	 0.93	 0.83	 0.80	 0.96	
intake  	intaek  	 0.67	 1.00	 1.00	 0.67	 0.81	 0.83	 0.83	 0.94	
intake  	inkate  	 0.67	 0.67	 0.67	 0.67	 0.82	 0.67	 0.44	 0.91	
intake  	iktane  	 0.67	 0.67	 0.67	 0.67	 0.76	 0.42	 0.32	 0.78	
intake  	intke   	 0.50	 0.67	 0.67	 0.83	 0.81	 0.58	 0.64	 0.75	
intake  	intak   	 0.83	 0.83	 0.83	 0.50	 0.75	 0.75	 0.79	 0.71	
intake  	inke    	 0.33	 0.33	 0.33	 0.67	 0.57	 0.25	 0.33	 0.57	
intake  	niatek  	 0.00	 0.17	 0.50	 0.00	 0.48	 0.67	 0.44	 0.59	
intake  	akeint  	 0.00	 0.00	 0.00	 0.00	 0.38	 0.50	 0.73	 0.33	
intake  	ake     	 0.00	 0.00	 0.17	 0.17	 0.50	 0.25	 0.36	 0.17	
intake  	tnieka  	 0.33	 0.33	 0.50	 0.33	 0.39	 0.25	 0.18	 0.38	
intake  	aiknet  	 0.00	 0.00	 0.00	 0.00	 0.31	 0.33	 0.38	 0.46	
intake  	iekatn  	 0.33	 0.50	 0.50	 0.33	 0.45	 0.08	 0.17	 0.70	
intake  	xntake  	 0.83	 0.00	 0.17	 0.83	 0.75	 0.75	 0.79	 0.30	
intake  	intoke  	 0.83	 0.83	 0.83	 0.83	 0.88	 0.58	 0.58	 0.81	
intake  	intaky  	 0.83	 0.83	 0.83	 0.83	 0.75	 0.75	 0.79	 0.71	
